Fire Year,District,Unit,Fire Number,Fire Name,Legal,Latitude,Longitude,Fuel Model,County,Report Date,General Cause,ODF_Acres,Total_Acres
2019,95 - Central Oregon,Sisters,1,Holmes 386,T14S R11E S15 SENE,"44°  21'  26""","-121°  23'  42""",C,Deschutes,7/1/19 7:38,Lightning,0.01,0.01
2019,95 - Central Oregon,John Day,2,Varmit Creek,T12S R22E S32 SENE,"44°  29'  13""","-120°  6'  15""",K,Wheeler,7/4/19 8:00,Debris Burning,0.1,0.1
2019,95 - Central Oregon,The Dalles,2,Hatfield Fire,T3N R11E S31 NENE,"45°  42'  22""","-121°  29'  14""",A,Hood River,7/4/19 23:30,Recreationist,0,0.25
2019,95 - Central Oregon,Prineville,3,Burma Rd,T12S R16E S30 SESW,"44°  29'  40""","-120°  51'  26""",C,Jefferson,8/7/19 12:08,Equipment Use,0.5,0.5
2019,95 - Central Oregon,The Dalles,3,Westwood Drive,T3N R10E S33 NESW,"45°  41'  54""","-121°  34'  44""",A,Hood River,7/7/19 13:40,Miscellaneous,0.01,0.51
2019,95 - Central Oregon,The Dalles,4,Dundas Way,T2N R12E S16 NENW,"45°  39'  46""","-121°  19'  29""",R,Wasco,7/8/19 10:05,Miscellaneous,0.01,0.01
2019,95 - Central Oregon,Prineville,5,McKay,T13S R18E S32 SENE,"44°  23'  52""","-120°  49'  46""",A,Deschutes,8/8/19 15:47,Lightning,0,5.2
2019,95 - Central Oregon,Prineville,6,Rail Fire,T13S R16E S28 SWSW,"44°  24'  17""","-120°  49'  24""",A,Deschutes,8/8/19 16:20,Lightning,0.78,0.78
2019,95 - Central Oregon,John Day,6,Angel Gulch,T13S R30E S35 NENW,"44°  24'  2.1""","-119°  4'  21.7""",A,Grant,7/20/19 10:00,Equipment Use,0.25,0.25
2019,95 - Central Oregon,The Dalles,6,Ridgetop Road,T2S R12E S11 SWNW,"45°  24'  41""","-121°  16'  26""",X,Wasco,7/11/19 14:35,Equipment Use,0.25,0.25
2019,95 - Central Oregon,Prineville,7,Red Rock 0639,T11S R19E S22 SWNW,"44°  36'  7""","-120°  26'  39""",C,Crook,8/8/19 17:58,Lightning,0.1,0.1
2019,95 - Central Oregon,Sisters,8,PILOT BUTTE FIREWORKS,T17S R12E S34 SWNW,"44°  3'  36""","-121°  16'  56""",A,Deschutes,7/4/19 22:00,Miscellaneous,0.1,0.1
2019,95 - Central Oregon,Sisters,9,VIEWPOINT 0419 OD,T12S R12E S11 NWNW,"44°  32'  56""","-121°  15'  28""",A,Jefferson,7/4/19 21:06,Recreationist,0.01,0.01
2019,95 - Central Oregon,John Day,10,Perry,T8S R28E S35 SWSW,"44°  49'  45.8""","-119°  20'  37.7""",A,Grant,7/22/19 9:17,Lightning,0.1,0.1
2019,95 - Central Oregon,Prineville,11,Mother Fire,T15S R18E S27 NWNE,"44°  12'  40""","-120°  33'  2""",C,Crook,8/9/19 20:46,Lightning,0.01,0.01
2019,95 - Central Oregon,Prineville,12,Nelson,T15S R19E S11 SWNE,"44°  17'  6""","-120°  24'  44""",C,Crook,8/11/19 13:50,Lightning,0.01,0.01
2019,95 - Central Oregon,John Day,13,Conger,T8S R29E S19 SESW,"44°  52'  8""","-119°  17'  46""",C,Grant,7/22/19 14:18,Lightning,54.5,54.5
2019,95 - Central Oregon,Prineville,14,LAWSON 0887,T15S R17E S24 NWSW,"44°  15'  11""","-120°  38'  30""",C,Crook,9/5/19 16:30,Lightning,0.01,0.01
2019,95 - Central Oregon,The Dalles,14,Forest Lane,T2N R8E S6 SWSE,"45°  40'  40""","-121°  52'  12""",X,Hood River,8/4/19 11:20,Debris Burning,0.01,0.01
2019,95 - Central Oregon,The Dalles,15,MP 44 I 84,T2N R7E S13 NENW,"45°  39'  41""","-121°  53'  46""",C,Hood River,8/4/19 16:05,Equipment Use,0,0.01
2019,95 - Central Oregon,John Day,16,Shatt Mine,T12S R33E S14 NESW,"44°  31'  36""","-118°  42'  18""",A,Grant,7/23/19 13:25,Lightning,0.1,0.1
2019,95 - Central Oregon,The Dalles,17,Upper Fifteenmile,T2S R12E S20 SENE,"45°  23'  7""","-121°  19'  12""",C,Wasco,8/7/19 18:45,Equipment Use,6.5,6.52
2019,95 - Central Oregon,The Dalles,18,Viento Fire,T3N R9E S34 NWSE,"45°  41'  45""","-121°  40'  41""",H,Hood River,8/9/19 20:25,Lightning,0.02,0.02
2019,95 - Central Oregon,Sisters,19,Windigo 493,T14S R10E S30 SENE,"44°  19'  59""","-121°  34'  59""",C,Deschutes,7/21/19 15:50,Recreationist,0.1,0.1
2019,95 - Central Oregon,John Day,20,Eight Mile Creek,T8S R29E S12 SESE,"44°  53'  4""","-119°  9'  59""",C,Grant,7/23/19 18:05,Lightning,0.1,0.1
2019,95 - Central Oregon,Sisters,20,Arnold Market 0498,T18S R12E S24 SWSE,"43°  59'  36""","-121°  13'  57""",C,Deschutes,7/22/19 15:02,Lightning,0,0.01
2019,95 - Central Oregon,Prineville,22,Hawkins 0283,T14S R19E S28 NENW,"44°  19'  54""","-120°  27'  24""",C,Crook,6/12/19 17:30,Lightning,0.14,0.14
2019,95 - Central Oregon,The Dalles,22,Smock Road,T5S R12E S7 NENW,"45°  9'  18""","-121°  21'  2""",A,Wasco,8/9/19 21:16,Lightning,0.01,0.01
2019,95 - Central Oregon,Prineville,24,Allen Creek Res 0296,T14S R21E S2 NESW,"44°  23'  9""","-120°  10'  37""",C,Crook,6/13/19 16:18,Lightning,0.25,0.25
2019,95 - Central Oregon,John Day,24,Shingle Mill Butte,T6S R26E S6 NENW,"45°  4'  46""","-119°  39'  21""",C,Morrow,7/31/19 15:45,Recreationist,17.95,17.95
2019,95 - Central Oregon,The Dalles,24,Highline Drive,T3N R11E S31 NESW,"45°  41'  53""","-121°  29'  39""",H,Hood River,8/10/19 7:30,Lightning,0.01,0.01
2019,95 - Central Oregon,John Day,28,Simpson Place,T12S R21E S31 NWSE,"44°  29'  3""","-120°  15'  5""",G,Wheeler,8/5/19 7:09,Lightning,0.1,0.1
2019,95 - Central Oregon,The Dalles,28,Woodcock Road,T4S R12E S19 SWNE,"45°  12'  34""","-121°  20'  41""",C,Wasco,8/10/19 9:28,Lightning,0.01,0.01
2019,95 - Central Oregon,Prineville,29,Box Springs 0360,T11S R19E S7 NWNW,"44°  37'  59""","-120°  30'  18""",C,Jefferson,6/29/19 14:29,Lightning,0.9,0.9
2019,95 - Central Oregon,John Day,29,Gable Creek,T12S R21E S19 NESE,"44°  30'  36""","-120°  14'  45""",H,Wheeler,8/5/19 7:54,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,30,Vortex Road,T10S R25E S29 NESW,"44°  40'  25""","-119°  44'  59""",C,Wheeler,8/5/19 8:38,Lightning,0.1,0.1
2019,95 - Central Oregon,The Dalles,32,Viento 2,T3N R9E S34 SENE,"45°  41'  58""","-121°  40'  8""",R,Hood River,8/16/19 16:10,Recreationist,0.82,0.82
2019,95 - Central Oregon,John Day,33,Indian Hollow,T9S R24E S34 NWSW,"44°  44'  43.5""","-119°  50'  3.8""",A,Wheeler,8/5/19 14:28,Lightning,4.83,4.83
2019,95 - Central Oregon,Prineville,34,North Mill 0379,T14S R17E S10 NESW,"44°  22'  3""","-120°  40'  47""",C,Crook,6/30/19 16:12,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,34,Slide Creek,T12S R20E S36 SWNW,"44°  29'  4""","-120°  16'  59""",G,Wheeler,8/5/19 17:30,Lightning,0.1,0.1
2019,95 - Central Oregon,The Dalles,34,Clear Creek,T1S R10E S18 NWNE,"45°  29'  11""","-121°  35'  36""",A,Hood River,8/26/19 18:16,Debris Burning,0,0.25
2019,95 - Central Oregon,The Dalles,35,Three Mile,T1N R13E S32 NWNW,"45°  31'  48""","-121°  13'  47""",C,Wasco,8/27/19 10:36,Debris Burning,1.59,1.59
2019,95 - Central Oregon,The Dalles,36,Funk Fire,T2N R8E S5 NENE,"45°  41'  22""","-121°  50'  39""",A,Hood River,9/3/19 18:59,Recreationist,0.01,0.01
2019,95 - Central Oregon,The Dalles,37,Tooter Creek,T3S R13E S21 SWNE,"45°  17'  46""","-121°  11'  4""",A,Wasco,9/7/19 13:50,Lightning,19.28,19.28
2019,95 - Central Oregon,John Day,39,Little Mowich,T18S R26E S24 NWNE,"44°  0'  2""","-119°  32'  45""",T,Grant,8/7/19 16:46,Lightning,1.5,1.5
2019,95 - Central Oregon,Sisters,39,MotoX 0707,T17S R10E S4 NENW,"44°  8'  11""","-121°  32'  16""",C,Deschutes,8/9/19 18:47,Lightning,0.1,0.1
2019,95 - Central Oregon,Sisters,40,Geneva Rd 0709,T12S R11E S22 NESE,"44°  30'  59""","-121°  33'  44""",T,Deschutes,8/9/19 19:10,Lightning,0.01,0.01
2019,95 - Central Oregon,John Day,41,Stone Gulch,T9S R29E S23 NWSW,"44°  46'  20""","-119°  12'  12""",L,Grant,8/7/19 17:54,Lightning,1.3,1.3
2019,95 - Central Oregon,John Day,42,043 Monument Lookout,T8S R28E S19 NWSW,"44°  51'  38""","-119°  25'  51""",A,Grant,8/7/19 17:54,Lightning,0.1,0.1
2019,95 - Central Oregon,The Dalles,42,State Street,T2N R11E S1 NESW,"45°  40'  58""","-121°  23'  31""",A,Wasco,10/11/19 7:30,Debris Burning,0.02,0.02
2019,95 - Central Oregon,The Dalles,43,Ridgetop Road 2,T2S R12E S10 SWSE,"45°  24'  15""","-121°  16'  58""",A,Wasco,10/31/19 14:30,Debris Burning,0.53,0.53
2019,95 - Central Oregon,Sisters,43,Triangle 720,T17S R10E S15 NWNW,"44°  6'  29""","-121°  31'  16""",C,Deschutes,8/9/19 20:30,Lightning,0.01,0.01
2019,95 - Central Oregon,John Day,44,Camp Creek,T10S R28E S27 NWSE,"44°  40'  13""","-119°  20'  1""",C,Grant,8/7/19 20:00,Lightning,0.5,0.5
2019,95 - Central Oregon,The Dalles,47,Feldspar Drive,T2N R11E S12 NENW,"45°  40'  33""","-121°  23'  35""",A,Wasco,4/1/19 15:30,Debris Burning,0.01,0.01
2019,95 - Central Oregon,The Dalles,48,Pirates Cove,T3N R12E S31 NWSE,"45°  42'  1""","-121°  21'  46""",A,Wasco,5/2/19 14:50,Equipment Use,0.02,1.5
2019,95 - Central Oregon,The Dalles,49,Whiskey Creek,T2N R11E S5 NENW,"45°  41'  35""","-121°  28'  36""",K,Hood River,5/3/19 15:25,Arson,0.5,0.73
2019,95 - Central Oregon,Sisters,49,Three Stump 0728,T17S R10E S6 SWNE,"44°  7'  56""","-121°  34'  13""",C,Deschutes,8/10/19 9:37,Lightning,0.01,0.01
2019,95 - Central Oregon,John Day,50,Slide Creek,T9S R31E S35 SENW,"44°  44'  43""","-118°  57'  6""",C,Grant,8/9/19 15:30,Lightning,0.1,0.1
2019,95 - Central Oregon,The Dalles,50,Mill Creek,T1N R12E S23 NWNW,"45°  33'  42""","-121°  17'  27""",A,Wasco,5/3/19 18:11,Debris Burning,0.01,0.01
2019,95 - Central Oregon,Sisters,50,Fly Creek 0731,T12S R11E S4 NWNE,"44°  33'  53""","-121°  25'  16""",A,Jefferson,8/10/19 10:22,Lightning,0.01,0.01
2019,95 - Central Oregon,John Day,51,Wagon Road,T9S R26E S25 SWSE,"44°  45'  15""","-119°  32'  21""",A,Grant,8/9/19 17:37,Lightning,0.1,0.1
2019,95 - Central Oregon,The Dalles,51,Post Canyon,T2N R10E S6 SESE,"45°  40'  51""","-121°  36'  40""",H,Hood River,5/10/19 16:30,Recreationist,0.01,0.01
2019,95 - Central Oregon,Sisters,51,Bully 0732,T17S R11E S8 SENE,"44°  7'  9""","-121°  25'  38""",C,Deschutes,8/10/19 10:22,Lightning,0.1,0.1
2019,95 - Central Oregon,The Dalles,52,FA Morrow,T4S R12E S4 SWSE,"45°  14'  46""","-121°  18'  32""",C,Wasco,5/24/19 15:25,Debris Burning,0.02,0.02
2019,95 - Central Oregon,John Day,53,Grouse Creek,T12S R30E S26 SESE,"44°  29'  26""","-119°  4'  1""",C,Grant,8/9/19 19:08,Lightning,0.1,0.1
2019,95 - Central Oregon,The Dalles,53,Sportsmans Park,T4S R11E S14 SESW,"45°  13'  4""","-121°  23'  26""",A,Wasco,6/3/19 13:12,Debris Burning,0.71,0.71
2019,95 - Central Oregon,John Day,54,Snowboard,T7S R23E S16 NWSE,"44°  57'  27.3""","-119°  58'  29.4""",H,Wheeler,8/10/19 7:00,Lightning,0.1,0.1
2019,95 - Central Oregon,The Dalles,54,Morgansen Road,T2N R12E S08 NESW,"45°  40'  13""","-121°  21'  2""",C,Wasco,6/4/19 13:56,Debris Burning,0.02,0.02
2019,95 - Central Oregon,John Day,55,Wheeler Creek,T7S R24E S28 SENE,"44°  55'  51""","-119°  51'  12""",L,Wheeler,8/10/19 8:42,Lightning,0.1,0.1
2019,95 - Central Oregon,The Dalles,55,Morton Road,T3N R10E S28 SWSE,"45°  42'  35""","-121°  34'  27""",H,Hood River,6/6/19 12:35,Railroad,0.01,0.3
2019,95 - Central Oregon,Sisters,55,Whiskey Springs 0762,T13S R10E S9 NENW,"44°  27'  44""","-121°  32'  43""",H,Deschutes,8/11/19 12:35,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,56,Starveout Creek,T8S R32E S01 SESE,"44°  53'  53""","-118°  48'  2""",U,Grant,8/10/19 10:14,Lightning,0.1,0.1
2019,95 - Central Oregon,The Dalles,56,Portland Drive,T2N R10E S15 SWNE,"45°  39'  36""","-121°  33'  12""",A,Hood River,6/13/19 14:07,Debris Burning,0.6,0.8
2019,95 - Central Oregon,Sisters,56,Blakely RD,T16S R10E S36 NENE,"44°  9'  0.97""","-121°  28'  0.212""",C,Deschutes,8/11/19 12:40,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,57,Hall Creek,T12S R33E S7 SWSE,"44°  31'  57""","-118°  47'  6""",C,Grant,6/10/19 12:58,Recreationist,1.6,1.6
2019,95 - Central Oregon,The Dalles,57,MP 56 I 84,T3N R10E S31 SWNW,"45°  42'  8""","-121°  37'  29""",H,Hood River,6/15/19 9:30,Railroad,0,0.26
2019,95 - Central Oregon,John Day,58,Fern Creek,T7S R27E S36 NESE,"44°  55'  1""","-119°  26'  2""",C,Grant,8/10/19 17:30,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,58,Tamarack Creek,T14S R31E S28 SWSE,"44°  19'  20""","-119°  0'  0""",C,Grant,6/13/19 15:35,Lightning,0.1,0.1
2019,95 - Central Oregon,The Dalles,60,Reed Road,T2N R10E S17 SESE,"45°  39'  3""","-121°  35'  25""",A,Hood River,6/18/19 17:05,Debris Burning,0.1,0.1
2019,95 - Central Oregon,John Day,61,Isham Creek,T13S R34E S11 SWNE,"44°  27'  19""","-118°  35'  14""",C,Grant,8/10/19 17:54,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,61,Steamboat Mountain,T10S R24E S11 SWSE,"44°  42'  42""","-119°  48'  4""",H,Wheeler,6/18/19 16:30,Debris Burning,8.1,8.1
2019,95 - Central Oregon,The Dalles,61,Dry Creek,T2N R12E S20 SENE,"45°  38'  34""","-121°  20'  17""",C,Wasco,6/22/19 16:10,Debris Burning,0.52,0.52
2019,95 - Central Oregon,John Day,63,Dixie Creek,T12S R34E S07 NESW,"44°  32'  19""","-118°  40'  0""",U,Grant,8/10/19 18:56,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,63,Grouse Mountain,T12S R30E S36 SWNE,"44°  29'  19""","-119°  2'  9""",C,Grant,6/25/19 18:25,Lightning,0.1,0.1
2019,95 - Central Oregon,The Dalles,63,1620 Road,T1S R9E S4 NENW,"45°  31'  2""","-121°  40'  48""",K,Hood River,6/24/19 8:00,Recreationist,80,80
2019,95 - Central Oregon,John Day,64,Dry Creek,T9S R27E S13 NWNE,"44°  47'  39.42""","-119°  24'  56.16""",A,Grant,6/25/19 20:09,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,65,Iron Springs,T7S R30E S20 NENE,"44°  57'  5""","-119°  7'  39""",C,Grant,8/11/19 10:30,Lightning,0.1,0.1
2019,95 - Central Oregon,Sisters,66,Summit Springs 0816,T13S R10E S18 SESW,"44°  26'  20""","-121°  35'  4""",C,Jefferson,8/27/19 6:54,Miscellaneous,0.3,0.3
2019,95 - Central Oregon,John Day,67,Indian Creek,T10S R29E S21 NENW,"44°  41'  44""","-119°  14'  14""",C,Grant,6/26/19 16:50,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,69,Buckhorn Creek,T6S R23E S32 SESW,"44°  59'  48.6""","-119°  59'  57.9""",C,Wheeler,6/29/19 14:29,Lightning,0.25,0.25
2019,95 - Central Oregon,John Day,70,Deer Creek,T9S R28E S11 SESE,"44°  47'  54""","-119°  18'  30""",A,Grant,8/11/19 18:11,Lightning,0.3,0.3
2019,95 - Central Oregon,John Day,71,Lost Boy,T11S R28E S18 SESE,"44°  36'  56""","-119°  23'  48""",A,Grant,8/11/19 18:37,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,71,Wineland Canyon,T6S R24E S20 SENE,"45°  2'  5""","-119°  52'  21""",C,Wheeler,6/30/19 7:31,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,72,Wineland Lake,T6S R24E S32 SESW,"45°  0'  8""","-119°  52'  44""",H,Wheeler,8/12/19 18:10,Lightning,0.25,0.25
2019,95 - Central Oregon,John Day,72,Wolfinger Butte,T12S R29E S26 SWNE,"44°  29'  8""","-119°  11'  35""",C,Grant,6/30/19 7:53,Lightning,0.5,0.5
2019,95 - Central Oregon,John Day,73,18 Road,T10S R31E S18 SWSW,"44°  41'  32""","-119°  2'  5""",C,Grant,8/13/19 20:33,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,73,Service Creek,T8S R22E S23 SWSE,"44°  51'  1.74""","-120°  3'  22.68""",C,Wheeler,6/30/19 15:31,Lightning,0.1,0.1
2019,95 - Central Oregon,Sisters,73,Hodge 0855,T17S R10E S25 SESE,"44°  4'  6""","-121°  28'  3""",C,Deschutes,8/30/19 15:29,Lightning,0.01,0.01
2019,95 - Central Oregon,John Day,77,Schoolhouse Gulch,T13S R27E S5 NWSE,"44°  28'  9""","-119°  29'  59""",L,Grant,8/16/19 16:17,Equipment Use,0.25,0.25
2019,95 - Central Oregon,Sisters,77,KNOTT FIRE 0886,T18S R12E S19 SESE,"43°  59'  49""","-121°  19'  30""",C,Deschutes,9/5/19 16:13,Lightning,0.01,0.01
2019,95 - Central Oregon,John Day,78,E3,T6S R25E S25 NWSE,"45°  0'  57""","-119°  40'  34""",A,Morrow,8/19/19 13:26,Miscellaneous,0.1,0.1
2019,95 - Central Oregon,Sisters,78,SHADY LANE 920,T21S R10E S29 NWSE,"43°  43'  30""","-121°  33'  7""",C,Deschutes,9/5/19 21:33,Lightning,0.01,0.02
2019,95 - Central Oregon,Sisters,84,LAVA FIRE 0912,T19S R11E S36 NESW,"43°  53'  4""","-121°  21'  19""",C,Deschutes,9/5/19 18:53,Lightning,0.01,0.01
2019,95 - Central Oregon,John Day,87,Gilman Canyon,T7S R28E S18 NWSE,"44°  57'  44""","-119°  25'  7""",A,Grant,9/5/19 18:08,Lightning,6.7,6.7
2019,95 - Central Oregon,John Day,91,Roberts Creek,T14S R34E S24 SENW,"44°  20'  41""","-118°  34'  39""",C,Grant,9/6/19 11:25,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,92,Cottonwood Creek,T18S R36E S6 NWSW,"44°  1'  57""","-118°  20'  43""",C,Harney,9/6/19 12:35,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,93,Graham Creek,T14S R34E S16 SWSE,"44°  21'  4""","-118°  38'  1""",H,Grant,9/6/19 13:08,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,94,Muddy Creek,T7S R23E S30 SESW,"44°  55'  20""","-120°  1'  11""",C,Wheeler,9/6/19 14:19,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,95,Burton Creek,T12S R27E S2 SWNW,"44°  33'  32""","-119°  26'  59""",C,Grant,9/6/19 14:52,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,96,Bum Canyon,T9S R31E S22 NESW,"44°  46'  31""","-118°  58'  15""",C,Grant,9/6/19 15:01,Lightning,0.1,0.1
2019,95 - Central Oregon,Sisters,96,Riverview 0047,T21S R10E S23 NESE,"43°  44'  23""","-121°  29'  13""",L,Deschutes,4/18/19 14:17,Debris Burning,0.5,0.5
2019,95 - Central Oregon,John Day,97,Hackman Creek,T5S R26E S22 NWNW,"45°  7'  21""","-119°  34'  25""",C,Morrow,9/6/19 16:00,Lightning,0.1,0.1
2019,95 - Central Oregon,Sisters,98,Friendly Fire #100,T22S R10E S4 SENW,"43°  41'  52""","-121°  32'  23""",H,Deschutes,5/3/19 14:43,Miscellaneous,0.01,0.01
2019,95 - Central Oregon,Sisters,98,McGregor 0989,T21S R10E S9 SWNE,"43°  46'  13""","-121°  31'  54""",C,Deschutes,9/15/19 14:48,Recreationist,0.01,0.01
2019,95 - Central Oregon,John Day,100,Clark Lake,T8S R23E S5 NWNW,"44°  54'  28.9""","-120°  0'  22.7""",C,Wheeler,9/7/19 12:29,Lightning,0.1,0.1
2019,95 - Central Oregon,John Day,101,Morgan Mountain,T17S R27E S14 SWNE,"44°  5'  42""","-119°  26'  59""",A,Grant,9/7/19 13:52,Lightning,0.1,0.1
2019,95 - Central Oregon,Sisters,101,Bridge Drive,T21S R10E S23 NWSE,"43°  44'  24""","-121°  29'  44""",H,Deschutes,5/8/19 14:31,Debris Burning,11.9,11.9
2019,95 - Central Oregon,John Day,105,Pine Hollow,T5N R27E S17 NWSE,"45°  8'  14""","-119°  35'  54""",A,Morrow,9/8/19 12:10,Lightning,0.75,0.75
2019,95 - Central Oregon,Sisters,107,Riverview 1054,T21S R10E S23 SENE,"43°  44'  34""","-121°  29'  14""",C,Deschutes,10/14/19 15:12,Debris Burning,2.3,2.3
2019,95 - Central Oregon,John Day,108,Byram Gulch,T14S R31E S13 SWSW,"44°  21'  3""","-118°  56'  49""",A,Grant,9/15/19 17:26,Equipment Use,0.25,0.25
2019,95 - Central Oregon,Sisters,108,Subal 1062,T22S R10E S5 NESE,"43°  41'  31""","-121°  33'  56""",C,Deschutes,10/18/19 9:08,Recreationist,0.1,0.1
2019,95 - Central Oregon,Sisters,109,Devil's Night 1073,T17S R11E S28 SWSE,"44°  3'  57""","-121°  24'  45""",T,Deschutes,10/30/19 16:48,Recreationist,0.01,0.1
2019,95 - Central Oregon,Sisters,113,COVINA 0143,T20S R10E S12 SENW,"43°  51'  32""","-121°  28'  41""",C,Deschutes,5/11/19 14:29,Debris Burning,0.01,0.01
2019,95 - Central Oregon,John Day,114,Fox Valley,T11S R30E S19 SENE,"44°  35'  59""","-119°  8'  41""",A,Grant,10/12/19 18:05,Debris Burning,0.1,0.1
2019,95 - Central Oregon,John Day,115,Indian Creek,T10S R29E S15 NWSW,"44°  41'  59""","-119°  13'  21""",H,Grant,11/6/19 8:48,Miscellaneous,0.1,0.1
2019,95 - Central Oregon,John Day,116,Mile Post 25,T9S R29E S31 SWSW,"44°  44'  30""","-119°  17'  1""",A,Grant,11/9/19 12:46,Equipment Use,0.5,0.5
2019,95 - Central Oregon,Sisters,129,Caribou 0236,T21S R10E S3 SESE,"43°  46'  44""","-121°  30'  25""",K,Deschutes,6/2/19 10:23,Debris Burning,0.02,0.02
2019,95 - Central Oregon,Sisters,134,Wilt Road 0262,T14S R10E S24 NWNE,"44°  20'  49""","-121°  28'  40""",L,Deschutes,6/8/19 14:11,Debris Burning,0.01,0.01
2019,95 - Central Oregon,Sisters,138,Cornell 0302,T21S R10E S21 NWNW,"43°  44'  39""","-121°  32'  35""",C,Deschutes,6/17/19 14:35,Debris Burning,0.01,0.01
2019,95 - Central Oregon,Sisters,139,Bull Springs 0304,T17S R11E S22 SENW,"44°  5'  17""","-121°  23'  48""",C,Deschutes,6/18/19 10:06,Equipment Use,0.11,0.11
2019,95 - Central Oregon,Sisters,140,Tumalo 310,T16S R11E S33 SENW,"44°  8'  47""","-121°  24'  58""",C,Deschutes,6/19/19 16:43,Equipment Use,0.01,0.01
2019,95 - Central Oregon,Sisters,147,Trout Lane 0364,T15S R10E S25 SWNW,"44°  14'  36""","-121°  29'  21""",R,Deschutes,6/29/19 20:54,Lightning,0.1,0.1
2019,95 - Central Oregon,Sisters,150,Snow Creek 0373,T16S R10E S33 NENE,"44°  9'  8""","-121°  31'  38""",F,Deschutes,6/30/19 11:11,Lightning,0.01,0.01
2019,97 - Northeast Oregon,La Grande,1,Rysdom Canyon,T2N R40E S9 NESW,"45°  39'  48""","-117°  19'  10""",C,Union,7/1/19 17:09,Lightning,1.6,1.6
2019,97 - Northeast Oregon,Wallowa,2,Pump,T1N R48E S21 NWNW,"45°  33'  22""","-116°  50'  4""",A,Wallowa,7/6/19 14:36,Equipment Use,0.1,0.1
2019,97 - Northeast Oregon,Pendleton,3,McKay Creek,T1S R33E S6 SWSE,"45°  29'  58.1""","-118°  43'  22.4""",L,Umatilla,7/14/19 12:56,Equipment Use,18.5,18.5
2019,97 - Northeast Oregon,Wallowa,3,Alder Spring,T2S R44E S21 SESW,"45°  21'  59.76""","-117°  19'  22.44""",H,Wallowa,7/14/19 6:26,Lightning,0.1,0.1
2019,97 - Northeast Oregon,Wallowa,4,Wortman,T1S R44E S33 SESW,"45°  25'  34""","-117°  19'  35""",A,Wallowa,7/13/19 21:50,Lightning,0.1,0.1
2019,97 - Northeast Oregon,La Grande,5,Harris,T2S R39E S01 SWNE,"45°  25'  12""","-117°  53'  53""",A,Union,7/23/19 18:42,Lightning,0.01,0.01
2019,97 - Northeast Oregon,Pendleton,5,Mile Post 232,T1N R35E S9 SWSW,"45°  34'  24""","-118°  27'  19""",L,Umatilla,7/22/19 21:33,Equipment Use,0,0.1
2019,97 - Northeast Oregon,Wallowa,5,Suspender,T1N R44E S11 NESE,"45°  34'  38.13""","-117°  16'  20.28""",C,Wallowa,7/14/19 12:30,Lightning,0.35,0.35
2019,97 - Northeast Oregon,La Grande,6,Merritt,T2N R40E S21 NWSW,"45°  38'  6""","-117°  49'  21""",C,Union,7/23/19 18:47,Lightning,0.25,0.25
2019,97 - Northeast Oregon,Pendleton,6,Milepost 226,T1N R34E S3 SWSW,"45°  35'  22""","-118°  33'  12""",L,Umatilla,7/23/19 19:04,Equipment Use,0.01,0.2
2019,97 - Northeast Oregon,Wallowa,6,Hick Springs,T2N R44E S35 NWSE,"45°  36'  28.83""","-117°  16'  45.85""",C,Wallowa,7/14/19 17:12,Lightning,0.01,0.01
2019,97 - Northeast Oregon,La Grande,7,Glass Hill,T3S R38E S30 NESE,"45°  16'  12""","-118°  5'  59""",H,Union,7/23/19 19:27,Lightning,0.01,0.01
2019,97 - Northeast Oregon,Pendleton,7,Layman,T5S R33E S1 NWSE,"45°  9'  37""","-118°  39'  45""",C,Umatilla,7/24/19 12:17,Lightning,0,1.5
2019,97 - Northeast Oregon,La Grande,9,Palmer,T3N R39E S25 NWSE,"45°  42'  21""","-117°  52'  44""",A,Union,7/24/19 10:52,Lightning,0.1,0.1
2019,97 - Northeast Oregon,Wallowa,9,Tope Fire,T2N R43E S1 SWSE,"45°  40'  46""","-117°  23'  4""",C,Wallowa,7/24/19 15:34,Miscellaneous,0.66,0.66
2019,97 - Northeast Oregon,Baker,10,Whitney,T10S R36E S33 SWNE,"44°  39'  15""","-118°  18'  18""",H,Baker,8/4/19 16:12,Lightning,0.05,0.05
2019,97 - Northeast Oregon,Wallowa,10,Crow Fire,T1N R45E S13 NWSW,"45°  33'  53.57""","-117°  8'  34.08""",C,Wallowa,7/30/19 5:45,Lightning,0.01,0.01
